"pointid","xcoord","ycoord"
11458,1735474.5436,2096252.4964
11459,1728939.0918,2091681.9187
11460,1728999.6302,2091886.9308
11461,1729881.8424,2095675.7222
11462,1727934.9495,2093663.2286
11463,1728029.787,2091326.4692
11464,1727882.6193,2091233.63
11465,1735453.585,2092756.056
11466,1737102.6759,2089942.7653
11467,1735052.4086,2084796.2664
11468,1738483.4936,2091142.4438
11469,1736771.2604,2091305.8463
11470,1738348.2505,2088059.1651
11471,1737288.5303,2085344.3969
11472,1739301.6884,2086904.0489
11473,1737560.1943,2085375.4014
11474,1740709.4501,2085713.5112
11475,1739227.6094,2083999.58
11476,1743097.8453,2081292.002
11477,1741529.2291,2082158.0474
11478,1744882.5193,2084091.9382
11479,1744864.3647,2086218.5631
11480,1742159.4625,2088533.2423
11481,1743634.3594,2089600.9103
11482,1744901.0241,2089058.8838
11483,1745637.1887,2091632.3687
11484,1741541.2703,2092191.3889
11485,1742625.5316,2093148.1426
11486,1743701.5563,2093829.8288
11487,1746497.5301,2096608.407
11488,1748547.1996,2094165.8076
11489,1749162.766,2094297.9866
11490,1744602.8774,2096634.5411
11491,1744312.8233,2097263.3087
11492,1743254.5001,2097103.1317
11493,1742569.2369,2096797.72
11494,1743377.2558,2097616.5398
11495,1740104.1368,2095322.3831
11496,1739945.723,2095292.2533
11497,1739782.553,2097733.1142
11498,1739877.6223,2097862.0641
11499,1739566.6338,2098919.586
11500,1738399.8035,2099326.1908
11501,1738471.9698,2099499.9228
11502,1737890.4022,2102023.2666
11503,1736070.911,2100718.4433
11504,1736836.0658,2095281.9438
11505,1739962.07,2094907.0958
11506,1737234.9434,2092875.7104
11507,1738140.1754,2093238.0301
11508,1739045.7068,2091384.3658
11509,1666611.8307,2127163.5199
11510,1666685.4834,2127108.2792
11511,1667856.9903,2121334.0934
11512,1667527.9874,2153148.9994
11513,1686815.9684,2087557.1434
11514,1686630.1578,2087498.8389
11515,1686768.6337,2087801.3162
11516,1664051.0564,2140518.6111
11517,1664029.3631,2140403.8462
11518,1663843.6903,2140123.0459
11519,1663757.9334,2139947.9929
11520,1659228.1573,2127727.1033
11521,1659302.0008,2127682.5064
11522,1659459.1231,2127524.6046
11523,1669495.888,2113661.6526
11524,1669482.6303,2113723.7146
11525,1655336.6274,2143368.5557
11526,1655202.5717,2143405.5942
11527,1655206.1023,2143401.0702
11528,1654870.204,2143576.0442
11529,1663855.4071,2140068.224
11530,1715345.124,2110838.0021
11531,1714785.124,2110235.9994
11532,1714719.4286,2111187.5092
11533,1711761.1222,2113623.9963
11534,1710907.1268,2114939.9999
11535,1675753.1258,2117362
11536,1676201.1256,2117992.0015
11537,1677111.127,2118454.0052
11538,1656055.1235,2128603.9985
11539,1655579.1244,2130003.9942
11540,1662768.1276,2108213.0036
11541,1663139.1294,2107828.0001
11542,1661260.9009,2108680.0142
11543,1664847.1238,2103823.996
11544,1664735.1285,2104467.9989
11545,1667983.1297,2105783.9976
11546,1664371.1232,2105629.9959
11547,1666261.1231,2106777.9964
11548,1665911.1195,2107086.0009
11549,1681283.1271,2094611.8799
11550,1682305.1237,2105784.0042
11551,1657315.1227,2153020.0048
11552,1717627.1291,2085077.8731
11553,1718033.1248,2085161.8713
11554,1648797.141,2144116.0735
11555,1682657.1927,2121874.8476
11556,1726584.6209,2044680.2875
11557,1726853.4012,2044546.4304
11558,1728396.4409,2043670.5071
11559,1722260.1187,2033691.2894
11560,1722485.8224,2033583.581
11561,1724117.7029,2032445.275
11562,1722490.9833,2027984.8782
11563,1724063.5198,2029425.7911
11564,1724253.9028,2025666.5791
11565,1727334.7851,2027247.0335
11566,1726046.0376,2016583.7519
11567,1728662.0449,2016740.791
11568,1725887.1278,2014587.8803
11569,1728953.5187,2015415.6419
11570,1726740.415,2012710.9983
11571,1729511.326,2014266.9978
11572,1727940.1,2011559.3632
11573,1730075.7834,2013109.4667
11574,1729003.7785,2050345.5751
11575,1730475.5614,2049616.4865
11576,1726243.4956,2039144.5124
11577,1727240.4522,2038809.1388
11578,1729850.2812,2048361.6507
11579,1727868.3464,2041826.2631
11580,1726013.3861,2035117.1766
11581,1726938.8459,2027470.8905
11582,1729481.2107,2024938.3243
11583,1728749.4183,2021722.6801
11584,1728822.695,2018406.4764
11585,1730631.1866,2018235.8615
11586,1729131.3642,2015058.3016
11587,1730236.4189,2015278.24
11588,1730543.588,2012239.3582
11589,1733206.3908,2012083.23
11590,1735532.8251,2010601.1924
11591,1736467.1502,2009499.5137
11592,1737048.3468,2008886.8719
11593,1738149.1884,2007808.0502
11594,1738453.5433,2007482.6609
11595,1738648.0886,2007279.7914
11596,1738967.7906,2006934.328
11597,1739352.8236,2006546.662
11598,1739977.4005,2005977.7014
11599,1741196.7586,2004882.5538
11600,1741980.2383,2004145.8371
11601,1743417.9113,2002911.659
11602,1746209.7725,2000516.5982
11603,1747126.4759,1999668.1304
11604,1748357.1286,2004339.8757
11605,1748692.7062,1998293.0661
11606,1750645.9589,1996660.5775
11607,1751561.6795,1995733.9882
11608,1747610.9941,1999242.7546
11609,1733629.1244,2005977.8796
11610,1737945.5601,2001825.0134
11611,1723268.2077,2025822.0927
11612,1732301.1865,2008351.3775
11613,1740658.305,2000561.1127
11614,1728432.6271,2048976.4156
11615,1725005.832,2036346.0139
11616,1727721.121,2009603.871
11617,1727959.1218,2009533.8788
11618,1723532.7161,2002136.8177
11619,1723938.854,2002401.1589
11620,1722723.7365,2001663.9799
11621,1722066.0955,1999964.0137
11622,1721090.046,1995952.7704
11623,1719623.1493,2008058.0713
11624,1719761.0203,2008560.6183
11625,1719770.2289,2008561.4022
11626,1719839.1182,2008623.8775
11627,1719081.626,2005280.8808
11628,1718564.9112,2004294.1491
11629,1717819.8489,2003693.4423
11630,1716564.513,2001556.1103
11631,1720305.3612,2047231.0765
11632,1721174.863,2046993.58
11633,1719972.7085,2049737.5984
11634,1720728.1258,2048194.8726
11635,1717137.1271,2054389.871
11636,1717192.1022,2053888.7759
11637,1717902.243,2054730.3476
11638,1714227.4232,2059362.5674
11639,1714904.1246,2058974.8749
11640,1711196.2111,2063660.5878
11641,1710801.7828,2062241.5187
11642,1711491.1009,2064223.4297
11643,1711319.0307,2063889.3995
11644,1710902.8626,2064924.5788
11645,1710784.2827,2065066.7044
11646,1710779.3766,2065112.8659
11647,1710196.9937,2065432.1515
11648,1710391.851,2065306.6419
11649,1709989.5946,2065591.669
11650,1708914.2383,2066304.8102
11651,1708728.2214,2066650.0512
11652,1708352.4247,2066801.7422
11653,1707772.9055,2066764.7269
11654,1706623.539,2067687.3775
11655,1704177.1137,2069632.0629
11656,1704402.4118,2070196.4058
11657,1703998.8129,2070452.2454
11658,1703800.0623,2071957.1492
11659,1703266.9705,2073423.3425
11660,1703246.7437,2073930.6086
11661,1702132.4496,2074763.7219
11662,1702045.8532,2074865.5616
11663,1701839.2322,2074938.6189
11664,1700736.1239,2074666.7947
11665,1699801.6022,2075336.9786
11666,1698409.9097,2077210.8809
11667,1697227.343,2076948.8527
11668,1693487.1608,2079527.7323
11669,1691986.4651,2079115.9508
11670,1688788.3887,2078236.94
11671,1687041.1279,2078073.62
11672,1709190.488,2062410.1726
11673,1708498.0206,2062915.4131
11674,1708097.2175,2062673.2555
11675,1708140.9137,2062590.923
11676,1706869.8863,2061091.0964
11677,1705370.0413,2061777.3309
11678,1704718.5925,2062307.2175
11679,1703558.165,2062062.2597
11680,1703744.5006,2061029.5115
11681,1702023.3304,2061844.3184
11682,1701697.2021,2061648.3281
11683,1700917.0962,2061467.5332
11684,1700187.8181,2061457.6449
11685,1699847.6018,2061662.5115
11686,1699266.9628,2063428.6655
11687,1697432.7607,2063742.4747
11688,1697152.4185,2063776.6141
11689,1694508.529,2067739.2619
11690,1694539.248,2067548.3703
11691,1695133.274,2064758.7362
11692,1694583.0021,2067533.1737
11693,1694260.3405,2066502.0525
11694,1692065.6779,2069519.257
11695,1692495.672,2069016.3934
11696,1692611.0125,2068839.2576
11697,1692612.5279,2068841.4636
11698,1692304.1229,2070063.5483
11699,1692882.8055,2072673.8585
11700,1692417.1438,2074726.9336
11701,1692878.6153,2072699.3678
11702,1691392.9981,2074842.4078
11703,1689395.2169,2074622.6643
11704,1689215.9642,2074641.8179
11705,1688821.5886,2074918.9047
11706,1683218.495,2075439.4475
11707,1683218.6422,2077319.7233
11708,1698598.7747,2059337.8366
11709,1693540.5734,2059063.3166
11710,1692934.3312,2060601.0076
11711,1691840.6408,2060656.935
11712,1690057.5184,2061679.2084
11713,1685768.746,2064604.154
11714,1722513.126,2041271.8748
11715,1723003.1259,2041551.8768
11716,1725061.1243,2043399.8709
11717,1722177.1273,2041103.879
11718,1721043.1197,2040823.8754
11719,1720672.1252,2040550.8714
11720,1718530.1206,2038044.8727
11721,1716772.6268,2037924.2387
11722,1716779.4167,2037927.4056
11723,1716222.9989,2038696.9142
11724,1717361.1235,2038051.8748
11725,1718505.5607,2038069.4422
11726,1716419.1803,2039345.9644
11727,1716419.609,2042881.5213
11728,1715556.9635,2045756.3847
11729,1714178.1983,2048324.7491
11730,1713870.2752,2048614.6106
11731,1711672.4719,2049335.3399
11732,1709798.2468,2049942.7545
11733,1709729.0475,2051360.6541
11734,1707721.2753,2053148.8133
11735,1707522.1941,2055257.4774
11736,1706288.6958,2056957.0634
11737,1715694.3642,2038521.4205
11738,1712610.6892,2036933.653
11739,1711490.4154,2035996.658
11740,1711505.8457,2035511.8189
11741,1710436.7804,2035806.4689
11742,1708183.1601,2034926.9841
11743,1707728.7836,2034871.3801
11744,1706708.3467,2037521.7391
11745,1705803.702,2038423.7418
11746,1706182.8358,2039079.6901
11747,1705957.3613,2039805.0323
11748,1704833.7514,2040515.6722
11749,1705006.9312,2041027.6784
11750,1705022.6003,2043006.4597
11751,1703842.8949,2045667.0165
11752,1702607.2972,2046670.9319
11753,1702155.6442,2048603.9911
11754,1702099.5578,2048673.2479
11755,1701706.1725,2050802.3836
11756,1701394.1908,2051391.0518
11757,1700785.8498,2054016.8792
11758,1701614.0646,2055734.5067
11759,1703937.1141,2041419.7113
11760,1702510.2205,2042427.1434
11761,1700900.8214,2044630.7151
11762,1699376.3947,2045205.2965
11763,1697657.3014,2046661.2598
11764,1696219.942,2049465.5983
11765,1694686.6641,2051470.2612
11766,1718470.2591,2037985.0051
11767,1718173.125,2037099.8711
11768,1718411.868,2037876.1273
11769,1718425.1291,2037897.8775
11770,1718021.1263,2036497.9602
11771,1716844.774,2033937.1982
11772,1715630.531,2032355.0814
11773,1715500.6828,2032276.9181
11774,1715277.7801,2030910.7081
11775,1715129.1003,2031723.525
11776,1713800.7069,2029423.5541
11777,1707309.7654,2031226.9485
11778,1705773.3083,2034049.7226
11779,1704735.7933,2035390.081
11780,1701238.9939,2039425.4444
11781,1718657.5017,2008304.4849
11782,1719545.4372,2008639.6634
11783,1719564.8375,2008653.6922
11784,1719819.0189,2008648.0079
11785,1714517.7722,2005772.4236
11786,1717237.5472,2007987.2821
11787,1721283.2008,2012761.5148
11788,1722682.3257,2012677.7471
11789,1720669.328,2012409.9259
11790,1719683.8427,2013114.043
11791,1719441.0784,2013720.0476
11792,1718066.0112,2013835.2487
11793,1716341.8931,2014939.108
11794,1716142.5074,2015323.4566
11795,1726431.8586,2010827.2681
11796,1726570.9925,2010933.7004
11797,1726643.1193,2010947.8761
11798,1726366.805,2010747.4739
11799,1725566.9375,2009854.0186
11800,1725714.2966,2010064.6124
11801,1725454.513,2009459.4069
11802,1722556.1552,2007271.5081
11803,1722393.952,2041442.4249
11804,1722434.9207,2041372.6023
11805,1722151.6233,2041691.5019
11806,1722179.4712,2041610.953
11807,1722356.8255,2041541.9606
11808,1722302.704,2041530.1806
11809,1722300.9336,2041527.7753
11810,1722142.1277,2041726.8667
11811,1721216.8493,2042304.2309
11812,1722083.3021,2041744.8692
11813,1721186.3059,2042468.189
11814,1721053.8073,2042615.18
11815,1720056.4293,2042450.4747
11816,1718782.8241,2042572.0656
11817,1717471.1911,2043294.2931
11818,1718191.904,2045429.9745
11819,1717887.8323,2045773.1757
11820,1717754.7908,2046668.0557
11821,1717693.5728,2045990.7196
11822,1717801.3272,2046856.6596
11823,1717782.1582,2046755.3642
11824,1717782.9679,2046743.8348
11825,1717843.4543,2046947.193
11826,1710040.4037,2038205.7486
11827,1708776.4772,2040305.7087
11828,1707634.0353,2041138.1329
11829,1708577.7978,2040354.2865
11830,1713801.7654,2029300.4055
11831,1711655.0069,2028202.7819
11832,1709907.5277,2026090.2726
11833,1710696.2372,2027033.2025
11834,1709507.3187,2026143.29
11835,1709317.9533,2026149.8047
11836,1709057.585,2026450.6143
11837,1707459.4057,2029189.4169
11838,1712513.1988,2037156.5134
11839,1709513.1243,2041489.8369
11840,1709288.8919,2041963.2889
11841,1709456.4366,2043858.1136
11842,1722186.7562,2021805.7155
11843,1722191.1253,2022245.8707
11844,1717460.4301,2016878.3651
11845,1713714.0098,2051047.6219
11846,1713695.6673,2051676.1179
11847,1713466.993,2051956.9912
11848,1712671.1716,2052972.5476
11849,1712979.5591,2054609.129
11850,1712815.3026,2054665.222
11851,1703788.3336,2070448.3796
11852,1703238.9794,2070047.9269
11853,1702792.1785,2069756.3988
11854,1702655.4473,2069626.8962
11855,1702327.8978,2069474.2008
11856,1701793.4768,2069407.6252
11857,1700022.3482,2070484.7507
11858,1699182.8797,2071059.6255
11859,1699061.3292,2071085.9521
11860,1699058.4824,2071051.2442
11861,1696608.6781,2071773.0013
11862,1694588.9929,2073992.7669
11863,1708051.5637,2062658.0526
11864,1705044.5768,2064359.5947
11865,1702045.4733,2065243.9529
11866,1701666.5599,2066675.5967
11867,1698691.8451,2058665.4377
11868,1697522.764,2058736.6927
11869,1697308.4934,2058559.4917
11870,1696931.3606,2057319.1433
11871,1694939.1748,2056439.6923
11872,1693000.7281,2055789.4431
11873,1692581.844,2054647.6343
11874,1691283.6021,2054289.747
11875,1691149.1565,2054208.3672
11876,1690425.7474,2055775.9633
11877,1704035.611,2037125.5728
11878,1704162.1793,2037039.987
11879,1702475.1171,2039053.8094
11880,1696303.8263,2076655.9522
11881,1692817.8942,2077548.218
11882,1710649.2405,2059345.1318
11883,1713613.2526,2059851.6009
11884,1713651.1228,2059863.8768
11885,1710024.9603,2059371.8613
11886,1708326.8167,2058886.4734
11887,1705258.3601,2058126.1463
11888,1711088.2298,2067114.2256
11889,1711935.0991,2067876.0138
11890,1712754.0604,2069227.4159
11891,1712785.1101,2069334.1655
11892,1712539.1733,2069776.2982
11893,1712759.6145,2069414.9308
11894,1712104.7623,2071001.6714
11895,1712494.383,2069887.2621
11896,1708250.7809,2068356.7743
11897,1708172.7346,2071794.3645
11898,1707787.0854,2070415.6785
11899,1707825.0953,2070335.9854
11900,1707822.8881,2070250.1055
11901,1708890.9111,2072958.4365
11902,1709512.6328,2073665.873
11903,1709875.7377,2073821.0507
11904,1710627.612,2074569.945
11905,1710023.4493,2073994.914
11906,1710020.8408,2073980.1195
11907,1710701.4633,2074656.8739
11908,1711297.5256,2074925.7532
11909,1710832.1879,2074766.6959
11910,1710830.8786,2074756.5718
11911,1711650.0402,2075188.8251
11912,1713934.8553,2074447.7593
11913,1707937.6676,2048902.3234
11914,1706724.2852,2051018.3927
11915,1705180.962,2053915.4708
11916,1704800.2139,2054740.563
11917,1704184.1185,2056385.6846
11918,1702959.5689,2056244.0152
11919,1702803.8649,2056273.4971
11920,1701281.0216,2042023.9133
11921,1700469.8502,2041844.2873
11922,1700384.1907,2041715.7032
11923,1697630.5053,2042582.0972
11924,1697436.6873,2043112.2373
11925,1696527.6124,2043819.072
11926,1697464.5626,2043293.9641
11927,1696263.5281,2044795.7314
11928,1695519.0973,2046629.0771
11929,1725704.5825,2017529.1705
11930,1725574.9887,2017367.0752
11931,1721542.671,2007465.523
11932,1721071.3992,2008848.6736
11933,1720973.1273,2008875.8775
11934,1728473.4868,2009129.7733
11935,1727939.0845,2009501.6786
11936,1727967.4479,2007549.5386
11937,1727287.3598,2008708.7428
11938,1728959.5575,2008009.7054
11939,1726900.2691,2009102.216
11940,1726911.8228,2009100.5829
11941,1726944.1222,2009148.8737
11942,1721538.0728,2001678.7486
11943,1720971.2665,2001371.5193
11944,1717608.2313,2000040.4066
11945,1720651.248,2003278.5465
11946,1718428.987,1998554.8249
11947,1719659.7965,1997812.2513
11948,1722818.0118,1998652.4398
11949,1721176.1293,2004156.7929
11950,1724221.4003,2003363.1247
11951,1724276.4692,2003288.2585
11952,1724305.1216,2003317.8745
11953,1724271.6002,2003286.1211
11954,1722427.8076,2005636.9852
11955,1725865.567,2005052.1308
11956,1725936.1222,2005004.8721
11957,1723214.0251,2010543.881
11958,1722039.3819,2011004.6845
11959,1722016.1258,2011024.8738
11960,1716199.2141,2005054.5918
11961,1717764.8647,2007695.2624
11962,1721046.413,2014203.5776
11963,1720169.3628,2014752.7992
11964,1715074.3626,2013199.2499
11965,1718068.7873,2010971.9427
11966,1714931.5659,2010519.4768
11967,1715188.5184,2011882.7368
11968,1723640.9323,2012582.018
11969,1723661.1247,2012585.8793
11970,1726652.6667,2012605.2562
11971,1726444.1706,2012651.7305
11972,1726312.975,2012544.4096
11973,1726230.4081,2012403.06
11974,1726484.1114,2012775.9335
11975,1726681.69,2012803.2132
11976,1721542.4111,2015191.0066
11977,1724260.1694,2014446.7708
11978,1726026.9232,2014555.8991
11979,1725744.0151,2014305.2975
11980,1725746.3334,2014312.884
11981,1725719.1276,2014363.8752
11982,1725817.0687,2014596.8128
11983,1725741.1834,2014874.2953
11984,1725849.6,2014624.9127
11985,1720188.0089,2016089.047
11986,1723368.6722,2016957.5697
11987,1725729.0975,2016444.0518
11988,1725806.48,2016573.7751
11989,1725815.8466,2016577.2175
11990,1725831.1267,2016617.8751
11991,1725691.1242,2016449.8784
11992,1724490.005,2015378.8382
11993,1725284.6577,2016166.1317
11994,1725511.2526,2016320.4792
11995,1725579.1259,2016309.8778
11996,1722497.5638,2016379.379
11997,1716984.2966,2019242.1229
11998,1717020.4501,2019478.3632
11999,1717018.6266,2019758.8363
12000,1717067.1212,2019893.874
12001,1716852.3883,2018617.5287
12002,1717237.4166,2018541.2741
12003,1717359.2657,2018431.3053
12004,1716690.1496,2018002.0634
12005,1716504.2926,2019683.5637
12006,1716542.1194,2019774.8753
12007,1715619.6281,2016766.1641
12008,1715677.8591,2019574.4174
12009,1715723.4772,2019703.3367
12010,1715017.9769,2018435.0865
12011,1715078.8049,2018575.0706
12012,1715004.7111,2018430.3222
12013,1714261.0424,2018142.3147
12014,1715309.3805,2020142.512
12015,1714560.6126,2021084.4979
12016,1714402.5485,2021632.8149
12017,1723885.1229,2023001.8753
12018,1723145.1383,2024053.9709
12019,1722970.3337,2024336.1346
12020,1719935.8164,2023706.8409
12021,1719440.3839,2023816.8101
12022,1714478.5643,2024465.8556
12023,1721235.793,2026740.8137
12024,1721638.7689,2027185.5439
12025,1721229.4386,2026521.5587
12026,1721362.9301,2026133.2666
12027,1721267.7452,2025907.8074
12028,1722294.4102,2034018.9851
12029,1722096.4448,2033744.8989
12030,1722069.6719,2033773.1857
12031,1721660.5589,2033841.5859
12032,1721154.4165,2033870.4925
12033,1720340.956,2035073.9754
12034,1722081.5097,2034014.6222
12035,1721159.9161,2035454.4166
12036,1720861.8381,2033462.9235
12037,1719052.4137,2032176.4475
12038,1720577.7883,2033217.334
12039,1718255.8346,2030758.7924
12040,1718345.1988,2033164.2092
12041,1721677.1939,2033729.7293
12042,1723248.2308,2041187.49
12043,1723039.5258,2041483.2527
12044,1723040.4403,2041486.1519
12045,1722254.62,2040863.5257
12046,1722189.9067,2041030.5312
12047,1722201.0864,2041035.962
12048,1722290.6404,2040745.3881
12049,1719144.0101,2037695.2762
12050,1718740.2523,2037455.1119
12051,1719382.6982,2037959.8698
12052,1719486.8223,2037919.5471
12053,1719694.8576,2038088.2212
12054,1719465.5308,2037993.6544
12055,1720046.3018,2037243.4727
12056,1720045.4441,2037140.9265
12057,1719531.6216,2037855.8152
12058,1720400.1762,2038588.2901
12059,1720350.4031,2038509.2027
12060,1720425.9328,2038777.6231
12061,1714609.4513,2034712.8132
12062,1713541.8164,2031771.4812
12063,1703822.6954,2034115.6816
12064,1706608.1373,2030561.9898
12065,1705685.9952,2030731.019
12066,1702945.5184,2033788.0937
12067,1703733.9588,2033414.5926
12068,1704923.5586,2029294.8891
12069,1709472.9089,2026243.4481
12070,1709408.6475,2026410.6514
12071,1708993.8605,2025980.4825
12072,1709607.0841,2024517.345
12073,1713418.9448,2028597.5514
12074,1711713.2716,2023747.9556
12075,1712584.1022,2027888.0842
12076,1713804.7861,2025820.5166
12077,1713536.0782,2028284.4737
12078,1714263.9997,2033033.827
12079,1715219.232,2032409.8578
12080,1713821.2387,2033008.2592
12081,1714156.6842,2034165.3568
12082,1716007.1588,2032400.3583
12083,1716203.9005,2032301.4786
12084,1715621.0905,2046195.532
12085,1716356.4527,2048722.9998
12086,1715947.7976,2050066.997
12087,1715270.2255,2050764.5199
12088,1715440.2949,2051651.8925
12089,1714105.1636,2053274.3762
12090,1714126.5278,2053389.2547
12091,1712546.0528,2053168.3803
12092,1712006.5993,2054887.986
12093,1712043.5457,2055037.7537
12094,1711169.8437,2055393.3381
12095,1713676.7905,2051656.2624
12096,1713568.1527,2051291.4147
12097,1711581.2482,2051031.882
12098,1709788.5166,2052578.2403
12099,1709989.3644,2054732.0369
12100,1709155.9276,2053802.526
12101,1708467.5123,2054880.799
12102,1708506.37,2054986.3711
12103,1707676.7437,2055600.8409
12104,1707910.0426,2056777.5236
12105,1707927.0389,2056912.4505
12106,1708500.9907,2056040.2162
12107,1708903.4277,2056274.8555
12108,1708589.5813,2056106.7511
12109,1709018.5274,2056349.788
12110,1703752.0124,2058120.7275
12111,1704484.5327,2054805.6281
12112,1704419.2523,2054927.8754
12113,1702543.4467,2054418.2801
12114,1702572.6525,2054581.9225
12115,1706574.2307,2051056.5582
12116,1705986.8831,2051114.9287
12117,1705205.9533,2050973.6609
12118,1707308.2901,2049153.6346
12119,1706597.6771,2049221.899
12120,1706105.4897,2047707.924
12121,1705385.6651,2048847.5993
12122,1706816.9345,2047694.9562
12123,1714267.6639,2044092.472
12124,1715184.1241,2040982.4908
12125,1714440.0795,2039074.9839
12126,1713306.2607,2041121.9878
12127,1712701.0191,2042339.2153
12128,1709896.5512,2045694.08
12129,1709846.5504,2045746.1696
12130,1707981.5582,2046122.0083
12131,1713719.2239,2042692.2561
12132,1708287.283,2047403.7738
12133,1708440.1045,2045046.1019
12134,1710591.4263,2042835.059
12135,1712571.0943,2040368.6451
12136,1712187.6906,2040531.8433
12137,1710000.0153,2042900.4405
12138,1707517.7507,2042774.37
12139,1707408.9943,2042847.7825
12140,1711322.0454,2037715.9295
12141,1710616.7842,2037263.0498
12142,1708052.5625,2038743.7574
12143,1708357.1102,2037203.7897
12144,1707557.6596,2039809.1468
12145,1707574.0787,2039899.3489
12146,1707063.8224,2042042.9434
12147,1705285.0237,2043199.26
12148,1706453.5973,2044867.8933
12149,1706498.5843,2045371.1257
12150,1706811.7154,2045956.3682
12151,1707025.9199,2046546.3272
12152,1707001.1191,2046577.8751
12153,1706624.8472,2047015.3354
12154,1706978.6623,2046633.1367
12155,1707810.7843,2045415.5506
12156,1706982.4382,2046450.2322
12157,1706956.4692,2046486.5873
12158,1706955.143,2046485.574
12159,1706927.2006,2046372.5966
12160,1705398.8201,2045293.2211
12161,1704148.8094,2046052.7575
12162,1705722.0319,2046889.5089
12163,1704198.3287,2048038.4673
12164,1703350.06,2049241.0464
12165,1703625.9121,2049263.591
12166,1703524.7547,2049254.9738
12167,1703951.8532,2049220.8671
12168,1703222.3343,2052434.4666
12169,1701958.8884,2051842.9016
12170,1701868.0493,2051726.3357
12171,1701960.1578,2051833.1716
12172,1701878.0252,2051728.4833
12173,1699997.4267,2055132.5801
12174,1699946.3988,2055250.1219
12175,1699630.2067,2052205.2658
12176,1697030.4179,2054020.0023
12177,1699815.2271,2053189.2448
12178,1699817.1684,2053467.681
12179,1699886.5386,2053540.292
12180,1698483.11,2055635.8417
12181,1699939.8284,2049399.7856
12182,1699713.3985,2049901.9088
12183,1699479.1932,2050176.8054
12184,1699392.8485,2050362.8216
12185,1698523.7943,2049853.3797
12186,1698197.496,2049777.9789
12187,1698073.8622,2049837.961
12188,1696088.1695,2052713.2124
12189,1699454.2145,2048699.9968
12190,1699358.7785,2048592.9225
12191,1700011.6969,2047232.9955
12192,1700558.1808,2046104.5954
12193,1700562.3896,2046228.766
12194,1694830.3558,2049903.8547
12195,1695688.137,2047675.2391
12196,1697939.664,2044497.7349
12197,1700373.3217,2043095.6883
12198,1694966.1792,2045715.4451
12199,1694615.1015,2044845.2218
12200,1695701.7772,2042941.1821
12201,1700677.8481,2040493.5778
12202,1701527.3182,2040686.6683
12203,1703224.871,2040537.0277
12204,1703558.5727,2039176.5714
12205,1704315.9509,2037917.6836
12206,1705336.8472,2037229.5548
12207,1706548.0467,2035296.988
12208,1709106.8491,2032863.0771
12209,1717473.7659,2041342.0821
12210,1717328.5876,2038068.9464
12211,1720400.1052,2040588.2976
12212,1720631.8525,2040565.2783
12213,1720264.8312,2040653.3273
12214,1720888.6495,2040959.7793
12215,1721000.6521,2040847.7036
12216,1720812.4006,2040990.4301
12217,1721077.1447,2043620.273
12218,1719916.3859,2043637.8261
12219,1718991.3581,2044016.4245
12220,1718923.3848,2044248.0843
12221,1718889.0038,2045104.0892
12222,1718882.1766,2044425.4656
12223,1718926.5016,2044255.7141
12224,1719514.7911,2045508.0485
12225,1718539.8112,2046778.6168
12226,1717045.0169,2045300.9635
12227,1718163.6621,2048707.1048
12228,1718964.6197,2047632.2371
12229,1720293.8889,2047231.4093
12230,1718769.1558,2050292.927
12231,1719945.8679,2049740.785
12232,1718673.4552,2050188.1034
12233,1716924.27,2050458.1103
12234,1717088.2633,2050462.3116
12235,1717184.4694,2050422.9011
12236,1718060.6535,2050209.512
12237,1718175.1765,2050168.8376
12238,1716710.8266,2050527.1021
12239,1718728.3961,2050882.4363
12240,1717813.2567,2052173.8679
12241,1717622.9402,2051284.7389
12242,1717551.1098,2051389.8062
12243,1718464.1153,2049575.6385
12244,1718359.906,2049403.3475
12245,1719002.2436,2052180.8162
12246,1719332.832,2052496.8789
12247,1719360.7044,2052516.2907
12248,1718862.524,2052053.2802
12249,1716331.826,2052184.5904
12250,1717177.0793,2053864.5964
12251,1715548.631,2054029.6191
12252,1715759.2642,2054458.666
12253,1715834.7853,2054656.1844
12254,1717102.3957,2054396.8475
12255,1715766.1966,2054458.8233
12256,1715318.4235,2052436.3052
12257,1715734.8857,2052902.3013
12258,1713827.513,2059045.3442
12259,1714202.097,2059360.4911
12260,1710674.4593,2056555.6397
12261,1710814.1466,2056635.9448
12262,1711000.6409,2056820.9058
12263,1711998.4069,2057812.4331
12264,1710902.7464,2056726.1035
12265,1710923.5293,2056748.998
12266,1712181.567,2057870.6898
12267,1713360.7713,2058668.1321
12268,1712004.4914,2057814.0241
12269,1710607.4518,2056472.8212
12270,1709665.8606,2060322.39
12271,1709577.6028,2060384.5196
12272,1707276.6393,2057295.6504
12273,1710367.4715,2057976.8068
12274,1710320.9573,2057835.4588
12275,1708865.7011,2057027.7043
12276,1710278.455,2056729.204
12277,1710193.9452,2056608.4622
12278,1713005.3679,2066085.7959
12279,1710958.7954,2065377.6417
12280,1710992.1781,2065461.0161
12281,1712914.7646,2069779.3666
12282,1712793.2439,2069414.3773
12283,1712960.4565,2069889.0417
12284,1711936.738,2068542.9273
12285,1711931.585,2068625.7773
12286,1710508.0049,2068050.6789
12287,1710473.3229,2068127.0935
12288,1709590.6493,2068073.9188
12289,1712297.2438,2072120.5132
12290,1711057.7222,2071125.6795
